ClientID,Dia,Categoria,PrecioEntrada
1,1,1_Normal,7.06804748201776
2,1,1_Normal,10.6738732876667
3,1,1_Normal,12.634098465803
4,1,1_Normal,4.30232007730238
5,1,1_Normal,11.0423402474376
6,1,1_Normal,11.2292054910899
7,1,1_Normal,8.6039614874668
8,1,1_Normal,8.67223583571006
9,1,1_Normal,8.62895085800895
10,1,1_Normal,7.83810562490572
11,1,1_Normal,8.84090295966271
12,1,1_Normal,7.57492775151963
13,1,1_Normal,8.1144858412757
14,1,1_Normal,10.1565699231509
15,1,1_Normal,12.3306029713963
16,1,1_Normal,9.73211746490149
17,1,1_Normal,8.7587622231635
18,1,1_Normal,7.78671402322377
19,1,1_Normal,7.96651705410606
20,1,1_Normal,15.8680432596222
21,1,2_Especial,20.234088220152
22,1,2_Especial,19.6093141033091
23,1,2_Especial,19.6594521276468
24,1,2_Especial,20.5595894410059
25,1,2_Especial,19.4062797530625
26,1,2_Especial,18.6517950896135
27,1,2_Especial,20.6747557209007
28,1,2_Especial,19.0763442770361
29,1,2_Especial,20.0848616996358
30,1,2_Especial,19.1640513988316
31,1,2_Especial,21.2022975462003
32,1,2_Especial,19.6244069211309
33,1,2_Especial,19.3905599624875
34,1,2_Especial,19.5987419394052
35,1,2_Especial,18.4709065309213
36,1,2_Especial,18.9323807379058
37,1,2_Especial,17.9199603510513
38,1,2_Especial,18.7590068079
39,1,2_Especial,19.8057061412363
40,1,2_Especial,19.6341024595939
41,1,3_VIP,32.0838972769782
42,1,3_VIP,28.5227109668481
43,1,3_VIP,28.8243317341941
44,1,3_VIP,29.6371391447179
45,1,3_VIP,28.6277907784916
46,1,3_VIP,28.6643139163128
47,1,3_VIP,28.4680155941036
48,1,3_VIP,28.2634245806297
49,1,3_VIP,29.2931951697757
50,1,3_VIP,29.3313480519689
51,1,3_VIP,27.479886102561
52,1,3_VIP,29.2108203329735
53,1,3_VIP,28.4657932539608
54,1,3_VIP,28.598626960883
55,1,3_VIP,29.8044596704836
56,1,3_VIP,30.8302811755951
57,1,3_VIP,32.3643658183704
58,1,3_VIP,28.9403130993512
59,1,3_VIP,32.3050991770755
60,1,3_VIP,28.3966114492191
61,2,1_Normal,11.5812744185215
62,2,1_Normal,16.1387834117092
63,2,1_Normal,9.91628589571628
64,2,1_Normal,8.38730878347306
65,2,1_Normal,9.98168532297154
66,2,1_Normal,14.279786091364
67,2,1_Normal,7.25786944995386
68,2,1_Normal,13.2941640696936
69,2,1_Normal,13.2020160353676
70,2,1_Normal,10.8103338021441
71,2,1_Normal,10.016600153203
72,2,1_Normal,8.9030860223492
73,2,1_Normal,9.11729347938152
74,2,1_Normal,11.56128080335
75,2,1_Normal,14.9858724760869
76,2,1_Normal,9.63056770160848
77,2,1_Normal,6.6507486038956
78,2,1_Normal,8.25738431908749
79,2,1_Normal,10.621976687046
80,2,1_Normal,9.23642053602531
81,2,2_Especial,20.0222100423357
82,2,2_Especial,20.0300059231455
83,2,2_Especial,18.8276981141233
84,2,2_Especial,20.026212829586
85,2,2_Especial,21.0502322571219
86,2,2_Especial,20.8976087116683
87,2,2_Especial,20.7499973510911
88,2,2_Especial,19.7972680245524
89,2,2_Especial,20.0084062295215
90,2,2_Especial,19.0054721203975
91,2,2_Especial,20.1468411812567
92,2,2_Especial,20.4551960009958
93,2,2_Especial,21.9059640072401
94,2,2_Especial,21.2015132523634
95,2,2_Especial,19.7044165569985
96,2,2_Especial,20.5555502969998
97,2,2_Especial,19.0653919564662
98,2,2_Especial,21.0782036269523
99,2,2_Especial,21.1729167533761
100,2,2_Especial,22.3211171053757
101,2,3_VIP,30.6622248042359
102,2,3_VIP,29.4046466964257
103,2,3_VIP,30.1693288938252
104,2,3_VIP,29.3653891053474
105,2,3_VIP,28.9078615955807
106,2,3_VIP,30.3121585041976
107,2,3_VIP,28.8084904100894
108,2,3_VIP,30.3138500562157
109,2,3_VIP,30.5780009289392
110,2,3_VIP,30.0023122370518
111,2,3_VIP,29.7989066048731
112,2,3_VIP,29.158076754353
113,2,3_VIP,28.5065521302787
114,2,3_VIP,31.2770550955684
115,2,3_VIP,30.1076253876656
116,2,3_VIP,31.2514103332345
117,2,3_VIP,28.3163112451329
118,2,3_VIP,30.3150394467474
119,2,3_VIP,31.028000921018
120,2,3_VIP,30.0388395920565
121,3,1_Normal,9.54305746044815
122,3,1_Normal,8.13322346712987
123,3,1_Normal,14.9137943970912
124,3,1_Normal,11.7917976609476
125,3,1_Normal,14.355237628839
126,3,1_Normal,10.1911397733365
127,3,1_Normal,8.49253096015844
128,3,1_Normal,6.38707413234914
129,3,1_Normal,8.48133246821213
130,3,1_Normal,10.5402875036314
131,3,1_Normal,12.4201525338515
132,3,1_Normal,10.6034326767946
133,3,1_Normal,7.20201175244864
134,3,1_Normal,11.5965335771902
135,3,1_Normal,6.06043801387856
136,3,1_Normal,9.12653972912886
137,3,1_Normal,9.24527783416806
138,3,1_Normal,5.3486263139639
139,3,1_Normal,12.1966072279076
140,3,1_Normal,8.51291444929028
141,3,2_Especial,19.9659633500025
142,3,2_Especial,21.6951478925296
143,3,2_Especial,20.936674411039
144,3,2_Especial,20.1915683030096
145,3,2_Especial,20.8137627784047
146,3,2_Especial,20.699271807274
147,3,2_Especial,21.9628564474304
148,3,2_Especial,20.5758934035855
149,3,2_Especial,20.8062726232077
150,3,2_Especial,20.6475519750238
151,3,2_Especial,19.9227623525037
152,3,2_Especial,20.3976194631092
153,3,2_Especial,21.9387446451217
154,3,2_Especial,19.4244075258104
155,3,2_Especial,20.421759998641
156,3,2_Especial,21.662130660845
157,3,2_Especial,20.0653789130773
158,3,2_Especial,19.2466171920569
159,3,2_Especial,19.4302163943641
160,3,2_Especial,19.9098729703529
161,3,3_VIP,28.9276660345023
162,3,3_VIP,29.7574002368044
163,3,3_VIP,29.5399220307766
164,3,3_VIP,29.867127079262
165,3,3_VIP,30.7016642542694
166,3,3_VIP,31.009364641411
167,3,3_VIP,32.4993413231996
168,3,3_VIP,30.0288525034794
169,3,3_VIP,29.6722638441682
170,3,3_VIP,32.2063162353789
171,3,3_VIP,32.5362857491583
172,3,3_VIP,30.1871563044056
173,3,3_VIP,29.6555515076587
174,3,3_VIP,27.5489699586457
175,3,3_VIP,32.1218264243749
176,3,3_VIP,28.941479562123
177,3,3_VIP,28.5367594152759
178,3,3_VIP,34.4305349968045
179,3,3_VIP,30.4583703215748
180,3,3_VIP,30.0789652225121
181,4,1_Normal,3.53438852690044
182,4,1_Normal,9.76385236687011
183,4,1_Normal,12.3097126458552
184,4,1_Normal,10.9793926094214
185,4,1_Normal,12.1589482783901
186,4,1_Normal,14.694367187021
187,4,1_Normal,12.7666156976023
188,4,1_Normal,8.79610849127503
189,4,1_Normal,11.6663944469917
190,4,1_Normal,9.5304613975213
191,4,1_Normal,8.72669211360072
192,4,1_Normal,3.24204158225158
193,4,1_Normal,8.13135448861365
194,4,1_Normal,11.1543801203968
195,4,1_Normal,15.130501390461
196,4,1_Normal,11.1848597140214
197,4,1_Normal,11.4676852188753
198,4,1_Normal,7.71425581843909
199,4,1_Normal,10.3849112921298
200,4,1_Normal,5.08199235758458
201,4,2_Especial,20.8852268205693
202,4,2_Especial,21.0967687785649
203,4,2_Especial,20.5855139155831
204,4,2_Especial,21.1007335155445
205,4,2_Especial,20.7116810286614
206,4,2_Especial,21.1604623619678
207,4,2_Especial,22.2424636262077
208,4,2_Especial,21.5123628412626
209,4,2_Especial,20.4326639575014
210,4,2_Especial,19.2855510352026
211,4,2_Especial,20.8180578223851
212,4,2_Especial,19.9997647626568
213,4,2_Especial,21.8934931026175
214,4,2_Especial,18.7929190601503
215,4,2_Especial,19.9842482115985
216,4,2_Especial,20.8220083732174
217,4,2_Especial,20.248263463465
218,4,2_Especial,19.7938488847358
219,4,2_Especial,20.0952789310333
220,4,2_Especial,21.0295360998845
221,4,3_VIP,31.4499643551621
222,4,3_VIP,31.1176816579705
223,4,3_VIP,33.3991912284486
224,4,3_VIP,31.8435761826286
225,4,3_VIP,30.590882999808
226,4,3_VIP,29.2509441852697
227,4,3_VIP,34.3122875633284
228,4,3_VIP,31.1420101880816
229,4,3_VIP,29.216224888315
230,4,3_VIP,30.4477396331683
231,4,3_VIP,29.725238594913
232,4,3_VIP,29.795509568944
233,4,3_VIP,28.8638269152172
234,4,3_VIP,30.3492442715795
235,4,3_VIP,30.6353607380664
236,4,3_VIP,28.6601253159653
237,4,3_VIP,25.6116324044046
238,4,3_VIP,29.8235528095108
239,4,3_VIP,30.2257445159725
240,4,3_VIP,31.0244300311097
241,5,1_Normal,10.1386842623928
242,5,1_Normal,10.9695063454841
243,5,1_Normal,7.42549604584963
244,5,1_Normal,11.6678538173489
245,5,1_Normal,11.6859435140337
246,5,1_Normal,10.5901740700749
247,5,1_Normal,13.1830907028659
248,5,1_Normal,10.9485626460184
249,5,1_Normal,10.619989168791
250,5,1_Normal,10.6286186761601
251,5,1_Normal,11.0246930322474
252,5,1_Normal,12.4862109368318
253,5,1_Normal,11.0604804811595
254,5,1_Normal,11.5553386194558
255,5,1_Normal,7.33496778665741
256,5,1_Normal,9.13110630342784
257,5,1_Normal,13.4638007203713
258,5,1_Normal,7.12969128004164
259,5,1_Normal,10.6052240156775
260,5,1_Normal,10.949815770689
261,5,2_Especial,21.4758033218095
262,5,2_Especial,20.1511232634601
263,5,2_Especial,20.6586254394913
264,5,2_Especial,18.7367449334588
265,5,2_Especial,20.8385960470999
266,5,2_Especial,19.8334349704407
267,5,2_Especial,20.2613533756724
268,5,2_Especial,19.3122347175428
269,5,2_Especial,20.8849353217686
270,5,2_Especial,21.1665795156545
271,5,2_Especial,20.1953861105423
272,5,2_Especial,22.3250110640863
273,5,2_Especial,21.1705593705676
274,5,2_Especial,21.4486325732552
275,5,2_Especial,22.5494030016709
276,5,2_Especial,19.8488863907625
277,5,2_Especial,21.3086192728463
278,5,2_Especial,21.4865806139546
279,5,2_Especial,20.4938292039093
280,5,2_Especial,20.8190523579319
281,5,3_VIP,28.8190677424363
282,5,3_VIP,30.9149173225824
283,5,3_VIP,29.258678250189
284,5,3_VIP,31.4007213396555
285,5,3_VIP,29.1024635803504
286,5,3_VIP,30.7016962580439
287,5,3_VIP,29.05283618304
288,5,3_VIP,29.9024383789442
289,5,3_VIP,28.0539257260414
290,5,3_VIP,30.4316331512339
291,5,3_VIP,31.6436274062473
292,5,3_VIP,30.5091511323929
293,5,3_VIP,27.7521746921071
294,5,3_VIP,29.3724328303362
295,5,3_VIP,32.5919985227971
296,5,3_VIP,32.8094513215486
297,5,3_VIP,28.5882470663902
298,5,3_VIP,29.7314032779995
299,5,3_VIP,30.7501019058732
300,5,3_VIP,30.7013550560671
301,6,1_Normal,8.65230174400676
302,6,1_Normal,7.78478047783924
303,6,1_Normal,9.58304564255565
304,6,1_Normal,12.3465822396056
305,6,1_Normal,10.0549032916707
306,6,1_Normal,8.49179470859974
307,6,1_Normal,8.82794022265062
308,6,1_Normal,13.7515068257015
309,6,1_Normal,8.96135925674968
310,6,1_Normal,11.7734625316026
311,6,1_Normal,13.4199651771399
312,6,1_Normal,11.0309840699668
313,6,1_Normal,9.02000693229203
314,6,1_Normal,9.9070446207296
315,6,1_Normal,8.85604472882913
316,6,1_Normal,12.8529567695236
317,6,1_Normal,9.65246891946551
318,6,1_Normal,13.6018358998374
319,6,1_Normal,8.69493040206811
320,6,1_Normal,8.4962353991544
321,6,2_Especial,20.7431321590504
322,6,2_Especial,20.6241886479911
323,6,2_Especial,20.0955484754191
324,6,2_Especial,19.0186031900697
325,6,2_Especial,20.6300664212554
326,6,2_Especial,19.8834233009293
327,6,2_Especial,21.6826109554761
328,6,2_Especial,19.6473145450607
329,6,2_Especial,21.7264827290092
330,6,2_Especial,19.9509569826209
331,6,2_Especial,20.8924700784067
332,6,2_Especial,21.4987027244027
333,6,2_Especial,20.0812576432081
334,6,2_Especial,21.1544385523451
335,6,2_Especial,20.512026328816
336,6,2_Especial,19.4647870705925
337,6,2_Especial,20.3299203890001
338,6,2_Especial,22.2197898775349
339,6,2_Especial,20.3858688263034
340,6,2_Especial,19.782217537075
341,6,3_VIP,30.2476000480847
342,6,3_VIP,30.7908907421647
343,6,3_VIP,31.6750330265173
344,6,3_VIP,31.9418035739847
345,6,3_VIP,30.4661601391043
346,6,3_VIP,31.9709581068127
347,6,3_VIP,29.2431732166439
348,6,3_VIP,27.0083573459215
349,6,3_VIP,29.6569389024695
350,6,3_VIP,29.594470170514
351,6,3_VIP,27.0486302635987
352,6,3_VIP,31.1194551871581
353,6,3_VIP,29.215574567978
354,6,3_VIP,30.0043113868476
355,6,3_VIP,28.0794974299768
356,6,3_VIP,31.0983161520097
357,6,3_VIP,32.9985988974705
358,6,3_VIP,29.0822114419118
359,6,3_VIP,30.1648176614345
360,6,3_VIP,33.0798964456627
361,7,1_Normal,12.1498066411142
362,7,1_Normal,14.4041935311703
363,7,1_Normal,9.98795029374196
364,7,1_Normal,9.64947104365348
365,7,1_Normal,8.82673981666665
366,7,1_Normal,13.3026366839205
367,7,1_Normal,7.03977739426054
368,7,1_Normal,10.7074904540405
369,7,1_Normal,9.89336672853968
370,7,1_Normal,15.1841291372643
371,7,1_Normal,8.60020123582951
372,7,1_Normal,6.525357697236
373,7,1_Normal,10.5355585523347
374,7,1_Normal,9.90872184696037
375,7,1_Normal,8.06818902108565
376,7,1_Normal,10.3045569565004
377,7,1_Normal,9.36569439853406
378,7,1_Normal,8.43738025949724
379,7,1_Normal,11.1530109027915
380,7,1_Normal,9.23645601777622
381,7,2_Especial,18.8650197492275
382,7,2_Especial,18.0482587516273
383,7,2_Especial,20.1194178279156
384,7,2_Especial,22.1541868708712
385,7,2_Especial,21.5381293799647
386,7,2_Especial,21.9150535804461
387,7,2_Especial,21.6825054427328
388,7,2_Especial,21.0157640240184
389,7,2_Especial,19.1929373722837
390,7,2_Especial,20.9055697871663
391,7,2_Especial,22.2972280903438
392,7,2_Especial,17.3039364654256
393,7,2_Especial,19.9186477156979
394,7,2_Especial,21.8024646407519
395,7,2_Especial,21.2287450194453
396,7,2_Especial,21.4893944035149
397,7,2_Especial,21.1570995058561
398,7,2_Especial,21.2388331156581
399,7,2_Especial,20.7146431224111
400,7,2_Especial,19.7835108642969
401,7,3_VIP,28.6710214601124
402,7,3_VIP,30.4571278764285
403,7,3_VIP,29.8100601436967
404,7,3_VIP,29.1341066560361
405,7,3_VIP,30.9963511726844
406,7,3_VIP,30.6230036279479
407,7,3_VIP,32.4753947281029
408,7,3_VIP,28.8199559580469
409,7,3_VIP,29.6737370705084
410,7,3_VIP,30.3000088112113
411,7,3_VIP,28.4150841738545
412,7,3_VIP,30.003365100031
413,7,3_VIP,29.4044947152889
414,7,3_VIP,27.3687797975099
415,7,3_VIP,30.004593637958
416,7,3_VIP,29.6507079024191
417,7,3_VIP,32.0083183828798
418,7,3_VIP,29.5517175367007
419,7,3_VIP,31.1944404596671
420,7,3_VIP,30.607708280913
421,8,1_Normal,7.17952475750104
422,8,1_Normal,10.8531795257942
423,8,1_Normal,9.75808641815903
424,8,1_Normal,10.3786795921215
425,8,1_Normal,11.5005503258777
426,8,1_Normal,10.2598754414478
427,8,1_Normal,13.6147190473981
428,8,1_Normal,10.2635023861583
429,8,1_Normal,7.14044222462201
430,8,1_Normal,11.6917119802106
431,8,1_Normal,7.21135526252625
432,8,1_Normal,5.62424813519578
433,8,1_Normal,8.1530608646376
434,8,1_Normal,8.3018746482162
435,8,1_Normal,8.61467335268608
436,8,1_Normal,13.6639755425404
437,8,1_Normal,13.7297405879167
438,8,1_Normal,11.6557424496778
439,8,1_Normal,7.09520944566489
440,8,1_Normal,10.0527822673616
441,8,2_Especial,21.2871212338265
442,8,2_Especial,20.6629724967303
443,8,2_Especial,20.971745482456
444,8,2_Especial,19.8552060851
445,8,2_Especial,19.5123796939938
446,8,2_Especial,22.207765738751
447,8,2_Especial,21.0673726890532
448,8,2_Especial,20.391602357854
449,8,2_Especial,21.1252712199169
450,8,2_Especial,22.8624809731194
451,8,2_Especial,21.162666955664
452,8,2_Especial,22.2114046447039
453,8,2_Especial,22.1675443145754
454,8,2_Especial,20.3928238528785
455,8,2_Especial,21.5625417308859
456,8,2_Especial,20.1487991769683
457,8,2_Especial,19.3263442205317
458,8,2_Especial,19.5983342035949
459,8,2_Especial,20.6512795218699
460,8,2_Especial,22.5970624285523
461,8,3_VIP,30.6442219102463
462,8,3_VIP,29.3606156496982
463,8,3_VIP,30.8217993987515
464,8,3_VIP,31.483085984449
465,8,3_VIP,28.664308144673
