Date,Open,High,Low,Close,Adj Close,Volume
2020-12-21,530.049988,532.619995,521.150024,528.909973,528.909973,3894000
2020-12-22,527.690002,530.400024,520.500000,527.330017,527.330017,1906600
2020-12-23,524.760010,526.320007,514.200012,514.479980,514.479980,2393200
2020-12-24,515.119995,519.349976,512.210022,513.969971,513.969971,1144000
2020-12-28,516.429993,523.659973,507.130005,519.119995,519.119995,2891900
2020-12-29,519.900024,536.549988,515.479980,530.869995,530.869995,4022400
2020-12-30,530.130005,533.260010,523.690002,524.590027,524.590027,1876300
2020-12-31,525.530029,545.500000,523.150024,540.729980,540.729980,5392300
2021-01-04,539.000000,540.799988,515.090027,522.859985,522.859985,4444400
2021-01-05,521.549988,526.780029,515.890015,520.799988,520.799988,3133900
2021-01-06,511.970001,513.099976,499.500000,500.489990,500.489990,5346200
2021-01-07,508.279999,516.440002,506.420013,508.890015,508.890015,3686400
2021-01-08,511.309998,513.239990,504.510010,510.399994,510.399994,2973900
2021-01-11,507.839996,510.730011,497.950012,499.100006,499.100006,3806200
2021-01-12,500.000000,501.089996,485.670013,494.250000,494.250000,5990400
2021-01-13,495.500000,512.349976,493.010010,507.790009,507.790009,5032100
2021-01-14,507.350006,514.500000,499.579987,500.859985,500.859985,4177400
2021-01-15,500.000000,506.320007,495.100006,497.980011,497.980011,5895800
2021-01-19,501.000000,509.250000,493.540009,501.769989,501.769989,12315800
2021-01-20,565.419983,593.289978,556.859985,586.340027,586.340027,32637500
2021-01-21,582.450012,588.750000,570.400024,579.840027,579.840027,11802100
2021-01-22,582.099976,583.989990,564.349976,565.169983,565.169983,7550800
2021-01-25,567.000000,569.750000,548.650024,556.780029,556.780029,7207300
2021-01-26,554.729980,567.989990,554.059998,561.929993,561.929993,5023800
2021-01-27,550.710022,556.419983,515.729980,523.280029,523.280029,8670300
2021-01-28,535.880005,553.150024,530.739990,538.599976,538.599976,5969000
2021-01-29,538.000000,541.000000,530.179993,532.390015,532.390015,4325300
2021-02-01,536.789978,545.059998,531.729980,539.039978,539.039978,3547500
2021-02-02,542.010010,555.479980,538.929993,548.159973,548.159973,3767600
2021-02-03,550.169983,550.479980,538.239990,539.450012,539.450012,3172300
2021-02-04,539.809998,559.479980,537.510010,552.159973,552.159973,5164500
2021-02-05,552.260010,554.440002,545.479980,550.789978,550.789978,2376200
2021-02-08,555.000000,555.000000,543.700012,547.919983,547.919983,2791700
2021-02-09,546.000000,566.000000,543.000000,559.070007,559.070007,3703500
2021-02-10,562.500000,566.650024,553.460022,563.590027,563.590027,3991300
2021-02-11,564.440002,565.929993,554.219971,557.590027,557.590027,2730600
2021-02-12,556.940002,561.250000,550.849976,556.520020,556.520020,2197100
2021-02-16,557.289978,563.630005,552.729980,557.280029,557.280029,2624100
2021-02-17,550.989990,555.250000,543.030029,551.340027,551.340027,2069600
2021-02-18,549.000000,550.000000,538.229980,548.219971,548.219971,2456200
2021-02-19,548.000000,548.989990,538.809998,540.219971,540.219971,2841500
2021-02-22,534.989990,541.789978,530.789978,533.780029,533.780029,3078600
2021-02-23,525.000000,548.539978,518.280029,546.150024,546.150024,4136500
2021-02-24,539.799988,556.849976,539.070007,553.409973,553.409973,3245000
2021-02-25,550.270020,556.479980,535.750000,546.700012,546.700012,4252900
2021-02-26,546.510010,553.090027,538.000000,538.849976,538.849976,3755600
2021-03-01,545.570007,552.140015,542.000000,550.640015,550.640015,3041400
2021-03-02,553.340027,556.989990,546.020020,547.820007,547.820007,3042200
2021-03-03,545.929993,548.010010,517.809998,520.700012,520.700012,5362400
2021-03-04,521.500000,531.500000,507.679993,511.290009,511.290009,5034800
2021-03-05,511.980011,517.760010,498.790009,516.390015,516.390015,5070000
2021-03-08,514.460022,518.840027,492.850006,493.329987,493.329987,3981800
2021-03-09,507.309998,513.109985,503.820007,506.440002,506.440002,3470000
2021-03-10,513.500000,518.969971,504.250000,504.540009,504.540009,3771500
2021-03-11,512.200012,530.239990,510.709991,523.059998,523.059998,4714500
2021-03-12,512.500000,526.510010,506.589996,518.020020,518.020020,3981700
2021-03-15,516.320007,520.729980,508.029999,520.250000,520.250000,3484300
2021-03-16,524.469971,533.419983,523.210022,524.030029,524.030029,3238900
2021-03-17,522.000000,528.369995,514.299988,524.440002,524.440002,2817400
2021-03-18,516.400024,517.900024,503.850006,504.790009,504.790009,4094500
2021-03-19,504.959991,513.190002,501.630005,512.179993,512.179993,4386400
2021-03-22,509.130005,529.309998,509.130005,523.109985,523.109985,3360600
2021-03-23,529.869995,543.119995,529.400024,535.090027,535.090027,5583500
2021-03-24,533.780029,534.419983,520.000000,520.809998,520.809998,4102200
2021-03-25,516.989990,518.530029,497.000000,502.859985,502.859985,4926800
2021-03-26,502.820007,508.720001,496.679993,508.049988,508.049988,3467800
2021-03-29,505.660004,518.000000,504.399994,513.950012,513.950012,3330000
2021-03-30,510.510010,514.409973,506.910004,513.390015,513.390015,2418100
2021-03-31,515.669983,528.130005,515.440002,521.659973,521.659973,3503100
2021-04-01,529.929993,540.500000,527.030029,539.419983,539.419983,3938600
2021-04-05,540.010010,542.849976,529.229980,540.669983,540.669983,3355900
2021-04-06,544.809998,554.169983,543.299988,544.530029,544.530029,3474200
2021-04-07,543.500000,549.640015,541.450012,546.989990,546.989990,2151300
2021-04-08,551.130005,556.900024,547.570007,554.580017,554.580017,4309800
2021-04-09,552.690002,556.900024,547.109985,555.309998,555.309998,2894000
2021-04-12,551.049988,557.979980,549.580017,552.780029,552.780029,2944100
2021-04-13,557.000000,559.750000,550.299988,553.729980,553.729980,2720300
2021-04-14,554.869995,554.869995,538.530029,540.020020,540.020020,3740300
2021-04-15,544.169983,553.489990,542.659973,549.219971,549.219971,3139100
2021-04-16,550.539978,551.979980,539.510010,546.539978,546.539978,3209100
2021-04-19,546.900024,556.440002,545.530029,554.440002,554.440002,4288700
2021-04-20,554.419983,563.559998,546.299988,549.570007,549.570007,11257600
2021-04-21,508.000000,515.460022,503.600006,508.899994,508.899994,22897400
2021-04-22,513.820007,513.960022,500.549988,508.779999,508.779999,9061100
2021-04-23,509.010010,509.700012,500.700012,505.549988,505.549988,7307700
2021-04-26,506.760010,510.480011,503.000000,510.299988,510.299988,4388800
2021-04-27,512.619995,512.989990,504.579987,505.549988,505.549988,3761300
2021-04-28,505.200012,508.399994,503.339996,506.519989,506.519989,3193000
2021-04-29,507.600006,509.290009,499.000000,509.000000,509.000000,5127800
2021-04-30,505.000000,514.549988,505.000000,513.469971,513.469971,4413200
2021-05-03,512.650024,518.950012,505.200012,509.109985,509.109985,4091900
2021-05-04,510.779999,511.630005,496.790009,503.179993,503.179993,4349500
2021-05-05,504.989990,507.779999,494.630005,496.079987,496.079987,3129400
2021-05-06,495.989990,499.549988,491.369995,499.549988,499.549988,3783700
2021-05-07,504.619995,508.549988,501.119995,503.839996,503.839996,3132800
2021-05-10,502.000000,503.149994,486.109985,486.690002,486.690002,5131600
2021-05-11,479.750000,497.989990,478.630005,495.079987,495.079987,4401000
2021-05-12,486.829987,493.540009,482.700012,484.980011,484.980011,4121500
2021-05-13,489.130005,490.779999,482.709991,486.660004,486.660004,2712500
2021-05-14,487.859985,494.850006,486.589996,493.369995,493.369995,2882500
2021-05-17,485.589996,492.709991,482.809998,488.940002,488.940002,2705200
2021-05-18,488.399994,493.480011,486.190002,486.279999,486.279999,2350500
2021-05-19,481.630005,488.570007,478.540009,487.700012,487.700012,3349900
2021-05-20,489.549988,502.700012,488.980011,501.670013,501.670013,3721200
2021-05-21,503.119995,505.399994,497.260010,497.890015,497.890015,3322900
2021-05-24,501.049988,504.250000,499.510010,502.899994,502.899994,2412600
2021-05-25,506.000000,506.369995,499.220001,501.339996,501.339996,2699500
2021-05-26,502.339996,504.140015,500.500000,502.359985,502.359985,2465300
2021-05-27,501.799988,505.100006,498.540009,503.859985,503.859985,3253800
2021-05-28,504.399994,511.760010,502.529999,502.809998,502.809998,2910300
2021-06-01,504.010010,505.410004,497.739990,499.079987,499.079987,2482600
2021-06-02,499.820007,503.220001,495.820007,499.239990,499.239990,2269000
2021-06-03,495.190002,496.660004,487.250000,489.429993,489.429993,3887400
2021-06-04,492.000000,501.859985,490.950012,494.739990,494.739990,3160500
2021-06-07,492.920013,496.700012,490.549988,494.660004,494.660004,2791900
2021-06-08,497.000000,498.820007,489.369995,492.390015,492.390015,2374000
2021-06-09,494.500000,496.089996,484.649994,485.809998,485.809998,3055000
2021-06-10,487.170013,490.209991,482.140015,487.269989,487.269989,4382900
2021-06-11,490.000000,491.410004,487.779999,488.769989,488.769989,3124000
2021-06-14,489.679993,503.500000,486.910004,499.890015,499.890015,4400200
2021-06-15,501.230011,501.230011,490.399994,491.899994,491.899994,3104100
2021-06-16,495.000000,496.459991,486.279999,492.410004,492.410004,3533200
2021-06-17,490.250000,501.799988,490.149994,498.339996,498.339996,3198300
2021-06-18,496.399994,504.489990,495.239990,500.769989,500.769989,5197600
2021-06-21,501.640015,502.049988,492.279999,497.000000,497.000000,5277300
2021-06-22,498.540009,513.549988,495.799988,508.820007,508.820007,5809300
2021-06-23,508.480011,516.630005,508.200012,512.739990,512.739990,3944800
2021-06-24,517.960022,520.960022,514.400024,518.059998,518.059998,3361200
2021-06-25,528.840027,533.059998,525.000000,527.070007,527.070007,5299100
2021-06-28,528.119995,533.940002,524.559998,533.030029,533.030029,2820200
2021-06-29,533.549988,536.130005,528.570007,533.500000,533.500000,2314600
2021-06-30,534.059998,534.380005,526.820007,528.210022,528.210022,2773400
2021-07-01,525.719971,537.039978,525.719971,533.539978,533.539978,2805400
2021-07-02,535.500000,538.539978,529.390015,533.979980,533.979980,1975500
2021-07-06,533.000000,542.859985,533.000000,541.640015,541.640015,2775100
2021-07-07,544.239990,544.640015,531.659973,535.960022,535.960022,2722500
2021-07-08,530.929993,535.500000,529.090027,530.760010,530.760010,3269000
2021-07-09,531.000000,538.260010,528.580017,535.979980,535.979980,2777200
2021-07-12,540.299988,540.650024,532.919983,537.309998,537.309998,1780700
2021-07-13,535.760010,545.330017,535.760010,540.679993,540.679993,2751600
2021-07-14,541.010010,554.099976,541.010010,547.950012,547.950012,4659500
2021-07-15,553.969971,557.539978,538.200012,542.950012,542.950012,5713900
2021-07-16,541.809998,544.059998,527.049988,530.309998,530.309998,3442100
2021-07-19,526.049988,534.909973,522.239990,532.280029,532.280029,3885800
2021-07-20,526.070007,536.640015,520.299988,531.049988,531.049988,6930400
2021-07-21,526.130005,530.989990,505.609985,513.630005,513.630005,11906800
2021-07-22,510.209991,513.679993,507.000000,511.769989,511.769989,4328100
2021-07-23,512.159973,517.409973,504.660004,515.409973,515.409973,3820500
2021-07-26,514.380005,521.130005,509.010010,516.489990,516.489990,2254500
2021-07-27,518.080017,521.950012,512.049988,518.909973,518.909973,2759000
2021-07-28,521.820007,524.469971,516.979980,519.299988,519.299988,2390500
2021-07-29,519.960022,520.780029,513.789978,514.250000,514.250000,1736000
2021-07-30,512.690002,519.789978,510.959991,517.570007,517.570007,2534900
2021-08-02,519.000000,519.849976,510.510010,515.150024,515.150024,2096600
2021-08-03,514.390015,515.630005,505.369995,510.820007,510.820007,2579400
2021-08-04,513.000000,517.979980,510.369995,517.349976,517.349976,2039400
2021-08-05,517.130005,525.409973,514.020020,524.890015,524.890015,2556700
2021-08-06,524.000000,526.840027,519.390015,520.549988,520.549988,1919400
2021-08-09,521.150024,522.669983,517.989990,519.969971,519.969971,1367800
2021-08-10,520.000000,520.789978,512.969971,515.840027,515.840027,1960500
2021-08-11,517.000000,519.570007,509.769989,512.400024,512.400024,1673900
2021-08-12,511.859985,513.000000,507.200012,510.720001,510.720001,1685700
2021-08-13,512.640015,521.440002,511.510010,515.919983,515.919983,2176300
2021-08-16,515.239990,523.380005,512.299988,517.919983,517.919983,2032800
2021-08-17,515.469971,520.789978,514.200012,518.909973,518.909973,2309800
2021-08-18,520.000000,526.380005,518.650024,521.869995,521.869995,2582000
2021-08-19,522.739990,548.390015,521.869995,543.710022,543.710022,7497300
2021-08-20,545.090027,551.390015,539.099976,546.880005,546.880005,3774300
2021-08-23,545.979980,555.549988,543.739990,553.330017,553.330017,2602000
2021-08-24,551.479980,555.309998,549.270020,553.409973,553.409973,2109500
2021-08-25,550.159973,552.840027,545.450012,547.580017,547.580017,2065600
2021-08-26,546.159973,552.599976,545.900024,550.119995,550.119995,1595500
2021-08-27,551.599976,564.169983,549.250000,558.919983,558.919983,3251100
2021-08-30,557.250000,567.159973,556.450012,566.179993,566.179993,2434800
2021-08-31,566.119995,569.479980,561.609985,569.190002,569.190002,2431900
2021-09-01,569.000000,591.000000,569.000000,582.070007,582.070007,5626200
2021-09-02,583.679993,598.760010,583.679993,588.549988,588.549988,6179900
2021-09-03,585.799988,591.880005,583.140015,590.530029,590.530029,2681200
2021-09-07,594.690002,613.849976,593.989990,606.710022,606.710022,5821400
2021-09-08,603.840027,615.599976,595.710022,606.049988,606.049988,5424500
2021-09-09,606.469971,609.440002,596.549988,597.539978,597.539978,2954200
2021-09-10,598.159973,609.450012,593.669983,598.719971,598.719971,3948000
2021-09-13,598.570007,598.570007,582.780029,589.289978,589.289978,3062900
2021-09-14,584.890015,587.280029,575.559998,577.760010,577.760010,3457000
2021-09-15,578.169983,584.619995,575.369995,582.869995,582.869995,2755600
2021-09-16,584.299988,587.479980,577.719971,586.500000,586.500000,1832000
2021-09-17,587.849976,590.280029,580.849976,589.349976,589.349976,4145100
2021-09-20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200
2021-09-21,578.309998,581.880005,569.369995,573.140015,573.140015,2250900
2021-09-22,579.690002,595.650024,579.690002,590.650024,590.650024,4021800
2021-09-23,590.789978,599.320007,589.130005,593.260010,593.260010,2526200
2021-09-24,592.500000,592.979980,583.640015,592.390015,592.390015,2126200
2021-09-27,587.950012,593.580017,576.929993,592.640015,592.640015,2504700
2021-09-28,589.000000,599.539978,580.159973,583.849976,583.849976,4431100
2021-09-29,589.010010,609.880005,588.010010,599.059998,599.059998,6221000
2021-09-30,608.049988,619.000000,608.049988,610.340027,610.340027,6612600
2021-10-01,604.239990,614.989990,597.510010,613.150024,613.150024,4090800
2021-10-04,613.390015,626.130005,594.679993,603.349976,603.349976,4995900
2021-10-05,606.940002,640.390015,606.890015,634.809998,634.809998,9534300
2021-10-06,628.179993,639.869995,626.359985,639.099976,639.099976,4580400
2021-10-07,642.229980,646.840027,630.450012,631.849976,631.849976,3556900
2021-10-08,634.169983,643.799988,630.859985,632.659973,632.659973,3271100
